kernel,shape,dtype,kernel_ms,gb_s,gb,tflops
rmsnorm_bwd,"(32768, 2048)",torch.float16,0.14507015999999995,2776.5354915166577,0.402792448,
rmsnorm_bwd,"(4096, 7168)",torch.float32,0.18920957000000008,1862.460043643669,0.352395264,
rmsnorm_bwd,"(4096, 7168)",torch.bfloat16,0.13236065999999977,1331.2552536380547,0.176205824,
rmsnorm_bwd,"(4096, 7168)",torch.float16,0.13155882999999996,1339.3690412114495,0.176205824,
rmsnorm_bwd,"(8192, 7168)",torch.float32,0.3584455500000002,1966.0815540881997,0.704733184,
rmsnorm_bwd,"(8192, 7168)",torch.bfloat16,0.2380545899999999,1480.2612123546965,0.352382976,
rmsnorm_bwd,"(8192, 7168)",torch.float16,0.23734448000000002,1484.6899999528111,0.352382976,
rmsnorm_bwd,"(16384, 4096)",torch.float32,0.27994227,2877.03844081853,0.805404672,
rmsnorm_bwd,"(16384, 4096)",torch.bfloat16,0.14677618,2743.8723640307303,0.402735104,
rmsnorm_bwd,"(16384, 4096)",torch.float16,0.14680133999999997,2743.4020970108318,0.402735104,
rmsnorm_bwd,"(16384, 7168)",torch.float32,0.6897893600000005,2043.2455264314299,1.409409024,
rmsnorm_bwd,"(16384, 7168)",torch.bfloat16,0.4521166200000004,1558.7511027575129,0.70473728,
rmsnorm_bwd,"(16384, 7168)",torch.float16,0.45285768000000004,1556.2003497434337,0.70473728,
rmsnorm_bwd_add,"(128, 512)",torch.float32,0.004811480000000017,218.88982184275858,0.001053184,
rmsnorm_bwd_add,"(128, 512)",torch.bfloat16,0.005088309999999999,103.54086130758544,0.000526848,
rmsnorm_bwd_add,"(128, 512)",torch.float16,0.005018249999999986,104.98639964130952,0.000526848,
rmsnorm_bwd_add,"(256, 512)",torch.float32,0.004921210000000013,427.1859969397759,0.002102272,
rmsnorm_bwd_add,"(256, 512)",torch.bfloat16,0.005118059999999975,205.4778568441959,0.001051648,
rmsnorm_bwd_add,"(256, 512)",torch.float16,0.005104330000000007,206.03056620555463,0.001051648,
rmsnorm_bwd_add,"(64, 1024)",torch.float32,0.004651200000000014,227.25834193326384,0.001057024,
